FID;tipo;id;Tipo_1;Fecha;Departamen;Municipio;Vereda;Latitud;Longitud;X;Y;class
513;noevent;id_514;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.302962493;-76.60047747;719517.0824;857350.2552;111
514;noevent;id_515;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.236211721;-76.67472485;711238.1792;849982.7827;111
515;noevent;id_516;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.303748907;-76.58902591;720791.2098;857434.0721;111
516;noevent;id_517;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.289438984;-76.74051378;703934.0743;855893.8866;111
517;noevent;id_518;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.203347145;-76.73080476;704989.2614;846360.9399;111
518;noevent;id_519;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.264336983;-76.67835432;710842.3911;853097.0562;111
519;noevent;id_520;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.255561061;-76.64451881;714604.2236;852115.985;111
520;noevent;id_521;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.233012584;-76.71726732;706504.0093;849640.8735;111
521;noevent;id_522;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.32544624;-76.60883532;718593.6817;859841.2554;111
522;noevent;id_523;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.307777556;-76.74584145;703346.774;857925.5131;111
523;noevent;id_524;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.290672132;-76.60682039;718808.0156;855991.6805;111
524;noevent;id_525;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.191212094;-76.61186253;718219.5502;844984.2584;111
525;noevent;id_526;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.311091738;-76.75278592;702575.1482;858294.4688;111
526;noevent;id_527;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.184420159;-76.6027128;719235.6741;844229.9876;111
527;noevent;id_528;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.154391133;-76.66945857;711801.2384;840924.4791;111
528;noevent;id_529;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.163416666;-76.70165755;708221.0682;841932.5298;111
529;noevent;id_530;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.156056012;-76.703236;708043.3774;841118.1944;111
530;noevent;id_531;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.243412286;-76.65985405;712894.6886;850775.5906;111
531;noevent;id_532;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.173036187;-76.71663233;706557.5612;843001.5904;111
532;noevent;id_533;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.215257648;-76.57468435;722362.3059;847635.573;111
533;noevent;id_534;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.200657826;-76.73423232;704607.1179;846064.2292;111
534;noevent;id_535;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.329036506;-76.68503606;710117.7702;860260.7379;111
535;noevent;id_536;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.254630556;-76.71909892;706306.47;852034.4156;111
536;noevent;id_537;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.210316956;-76.67099797;711645.5216;847115.3989;111
537;noevent;id_538;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.170512632;-76.61585858;717769.3254;842694.2066;111
538;noevent;id_539;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.206483503;-76.74348764;703578.984;846711.7904;111
539;noevent;id_540;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.195077736;-76.64732731;714274.8644;845421.9333;111
540;noevent;id_541;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.334840817;-76.68535672;710083.7983;860903.3268;111
541;noevent;id_542;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.325609515;-76.73530515;704524.296;859896.3127;111
542;noevent;id_543;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.188823665;-76.61815387;717518.9414;844721.6182;111
543;noevent;id_544;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.240134961;-76.72268672;705903.0943;850430.8602;111
544;noevent;id_545;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.257994488;-76.64942343;714059.2574;852386.7302;111
545;noevent;id_546;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.284510513;-76.65493116;713454.0451;855323.352;111
546;noevent;id_547;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.294667773;-76.64564251;714490.3017;856444.9898;111
547;noevent;id_548;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.305034261;-76.65996535;712899.8774;857596.5791;111
548;noevent;id_549;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.172678623;-76.7171628;706498.4355;842962.1603;111
549;noevent;id_550;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.230038043;-76.67471708;711237.295;849299.4066;111
550;noevent;id_551;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.304033627;-76.74766829;703142.4127;857511.6138;111
551;noevent;id_552;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.305688822;-76.63549449;715622.3861;857661.9861;111
552;noevent;id_553;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.335926362;-76.70668021;707711.9155;861029.8018;111
553;noevent;id_554;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.171582607;-76.69047124;709468.0173;842833.2995;111
554;noevent;id_555;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.255922381;-76.69050276;709488.3958;852169.123;111
555;noevent;id_556;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.255019536;-76.6642052;712413.8887;852061.641;111
556;noevent;id_557;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.15498447;-76.66990422;711751.8159;840990.2797;111
557;noevent;id_558;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.19386417;-76.64341373;714709.9513;845286.5167;111
558;noevent;id_559;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.331040558;-76.59523952;720107.6764;860456.5936;111
559;noevent;id_560;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.216799639;-76.71207953;707076.5648;847844.6849;111
560;noevent;id_561;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.270003035;-76.74212832;703748.7167;853742.8529;111
561;noevent;id_562;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.293483562;-76.64823559;714201.4868;856314.6542;111
562;noevent;id_563;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.302093907;-76.62953634;716284.1848;857262.3675;111
563;noevent;id_564;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.245750762;-76.65089068;713892.5666;851031.8951;111
564;noevent;id_565;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.277450621;-76.62981788;716245.8873;854534.7381;111
565;noevent;id_566;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.226857711;-76.6446111;714585.9025;848938.8678;111
566;noevent;id_567;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.176524753;-76.66734484;712042.5433;843373.8814;111
567;noevent;id_568;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.209521771;-76.70741702;707593.2545;847037.7273;111
568;noevent;id_569;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.239846455;-76.67814726;710858.4426;850386.0939;111
569;noevent;id_570;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.238813745;-76.60091256;719450.8277;850250.0585;111
570;noevent;id_571;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.242644083;-76.60278708;719243.3427;850674.5402;111
571;noevent;id_572;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.343529942;-76.60503485;719021.5918;861841.7793;111
572;noevent;id_573;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.346636703;-76.58925649;720777.6384;862181.1446;111
573;noevent;id_574;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.325015683;-76.78340711;699172.5263;859845.1166;111
574;noevent;id_575;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.331318999;-76.77325876;700303.5083;860539.8077;111
575;noevent;id_576;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.323440994;-76.77384146;700236.2954;859667.8854;111
576;noevent;id_577;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.320640339;-76.78802835;698657.0488;859362.1685;111
577;noevent;id_578;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.344816672;-76.78765678;698705.7549;862038.4196;111
578;noevent;id_579;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.320795295;-76.77982163;699570.1589;859376.8222;111
579;noevent;id_580;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.336746514;-76.75487848;702350.0387;861135.0514;111
580;noevent;id_581;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.340551462;-76.77764435;699818.3897;861563.186;111
581;noevent;id_582;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.333371416;-76.77741217;699842.0386;860768.2774;111
582;noevent;id_583;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.341661456;-76.75712316;702101.7927;861679.811;111
583;noevent;id_584;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.346455637;-76.76318031;701429.3663;862212.3656;111
584;noevent;id_585;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.298787134;-76.54901488;725240.7075;856873.7374;111
585;noevent;id_586;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.258530113;-76.57472079;722370.0467;852425.1074;111
586;noevent;id_587;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.325967438;-76.55299166;724805.8457;859883.1877;111
587;noevent;id_588;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.221838498;-76.58244766;721500.4151;848366.081;111
588;noevent;id_589;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.241177435;-76.56709902;723213.2038;850502.3737;111
589;noevent;id_590;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.281474631;-76.52206519;728233.8592;854950.2074;111
590;noevent;id_591;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.292115958;-76.53776132;726490.7217;856132.2696;111
591;noevent;id_592;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.306091037;-76.56256884;723734.9822;857685.9035;111
592;noevent;id_593;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.234096087;-76.51797628;728676.0061;849705.3215;111
593;noevent;id_594;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.237785415;-76.51403481;729115.4521;850112.5952;111
594;noevent;id_595;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.205662375;-76.5125336;729273.9552;846556.8879;111
595;noevent;id_596;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.26516021;-76.54839965;725299.9502;853151.7114;111
596;noevent;id_597;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.273098082;-76.54146556;726073.4763;854028.3837;111
597;noevent;id_598;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.209188352;-76.54440175;725729.6188;846955.6303;111
598;noevent;id_599;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.230020644;-76.57925731;721857.5719;849270.836;111
599;noevent;id_600;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.218669468;-76.53838323;726401.7016;848003.3862;111
600;noevent;id_601;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.268831769;-76.57639614;722186.5029;853565.7894;111
601;noevent;id_602;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.245089977;-76.50655409;729949.5707;850919.0475;111
602;noevent;id_603;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.272319962;-76.51907009;728564.5627;853936.1696;111
603;noevent;id_604;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.23197976;-76.57134834;722737.9738;849485.5135;111
604;noevent;id_605;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.220959067;-76.55131604;724963.5637;848260.2822;111
605;noevent;id_606;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.294702783;-76.53920919;726330.3679;856418.9772;111
606;noevent;id_607;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.213157986;-76.52283491;728129.9446;847389.2225;111
607;noevent;id_608;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.269440126;-76.55646393;724404.0182;853627.6274;111
608;noevent;id_609;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.238984405;-76.55228721;724860.3807;850255.6081;111
609;noevent;id_610;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.210758347;-76.53870523;726363.7687;847127.8705;111
610;noevent;id_611;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.208117323;-76.54974051;725135.3981;846838.522;111
611;noevent;id_612;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.289732869;-76.55119642;724995.5458;855872.2044;111
612;noevent;id_613;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.252689665;-76.5037164;730267.261;851759.4012;111
613;noevent;id_614;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.203246424;-76.52745739;727613.0801;846293.4532;111
614;noevent;id_615;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.245608422;-76.55090463;725015.9796;850988.3853;111
615;noevent;id_616;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.286436797;-76.53806764;726455.0967;855503.7842;111
616;noevent;id_617;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.240938861;-76.52180463;728251.9486;850463.6946;111
617;noevent;id_618;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.256257405;-76.54713901;725437.7715;852165.9982;111
618;noevent;id_619;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.263396479;-76.58681616;721025.8165;852967.0802;111
619;noevent;id_620;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.330832177;-76.55438403;724652.3151;860422.0125;111
620;noevent;id_621;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.273242602;-76.56939674;722966.3637;854052.0567;111
621;noevent;id_622;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.266313557;-76.58359022;721385.4968;853289.0586;111
622;noevent;id_623;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.227576891;-76.54934086;725185.0782;848992.2151;111
623;noevent;id_624;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.283497957;-76.54853726;725289.6457;855181.3861;111
624;noevent;id_625;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.262013822;-76.53099163;727235.6165;852798.7283;111
625;noevent;id_626;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.280340553;-76.55211462;724890.8294;854832.9054;111
626;noevent;id_627;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.27693674;-76.55989389;724024.5105;854458.3087;111
627;noevent;id_628;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.242700382;-76.52757678;727610.3033;850660.2095;111
628;noevent;id_629;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.220863855;-76.56042695;723949.9597;848252.2089;111
629;noevent;id_630;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.295745315;-76.53533826;726761.252;856533.3013;111
630;noevent;id_631;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.290289432;-76.56488774;723472.6562;855937.5923;111
631;noevent;id_632;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.243211375;-76.57524557;722307.4725;850729.7279;111
632;noevent;id_633;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.286192879;-76.56188605;723805.4408;855483.3457;111
633;noevent;id_634;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.230334269;-76.61119346;718304.7213;849314.3525;111
634;noevent;id_635;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.171285353;-76.58876189;720784.2648;842772.3822;111
635;noevent;id_636;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.156030131;-76.61271532;718115.1259;841090.3387;111
636;noevent;id_637;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.158226916;-76.61435434;717933.3602;841333.9371;111
637;noevent;id_638;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.176018867;-76.5900016;720647.6107;843296.6418;111
638;noevent;id_639;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.241335937;-76.59030767;720631.3172;850526.2941;111
639;noevent;id_640;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.175428398;-76.52640181;727723.1859;843214.3055;111
640;noevent;id_641;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.180536564;-76.55775954;724235.9118;843788.0024;111
641;noevent;id_642;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.162823694;-76.55815389;724187.3397;841827.6216;111
642;noevent;id_643;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.193823757;-76.51626243;728856.0182;845247.6003;111
643;noevent;id_644;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.198062442;-76.53594999;726666.9134;845721.9546;111
644;noevent;id_645;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.201801268;-76.55772116;724245.8565;846141.6004;111
645;noevent;id_646;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.169563447;-76.57177836;722673.3315;842577.2281;111
646;noevent;id_647;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.176110282;-76.53499922;726766.8884;843292.0461;111
647;noevent;id_648;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.159783156;-76.55558372;724472.4817;841490.408;111
648;noevent;id_649;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.169455505;-76.5368923;726554.5285;842555.9984;111
649;noevent;id_650;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.167768777;-76.53319739;726965.1549;842368.337;111
650;noevent;id_651;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.18118919;-76.56156443;723812.7777;843861.2543;111
651;noevent;id_652;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.179584543;-76.54555639;725593.296;843679.3776;111
652;noevent;id_653;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.200977077;-76.53657486;726598.1694;846044.7121;111
653;noevent;id_654;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.194174487;-76.52947268;727386.4824;845289.9155;111
654;noevent;id_655;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.185179671;-76.55317281;724747.4338;844300.6812;111
655;noevent;id_656;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.165000587;-76.533321;726950.6766;842061.9881;111
656;noevent;id_657;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.187256541;-76.55689391;724334.005;844531.5472;111
657;noevent;id_658;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.205579123;-76.57131449;722734.5934;846563.412;111
658;noevent;id_659;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.177994891;-76.54003628;726207.001;843501.9684;111
659;noevent;id_660;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.184711369;-76.54714946;725417.4213;844247.2414;111
660;noevent;id_661;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.184890247;-76.56339188;723610.4553;844271.384;111
661;noevent;id_662;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.171848954;-76.55018918;725075.8373;842824.4298;111
662;noevent;id_663;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.165029907;-76.58203059;721531.494;842078.1931;111
663;noevent;id_664;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.172264716;-76.53747164;726490.8136;842867.0742;111
664;noevent;id_665;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.152337734;-76.55457464;724582.7845;840666.0726;111
665;noevent;id_666;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.211930841;-76.56163657;723812.9839;847263.8145;111
666;noevent;id_667;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.180494782;-76.52458852;727926.245;843774.5684;111
667;noevent;id_668;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.204491445;-76.55166052;724920.8276;846437.7226;111
668;noevent;id_669;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.17630129;-76.55657092;724367.0244;843318.9189;111
669;noevent;id_670;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.182555703;-76.54341775;725832.0112;844007.6577;111
670;noevent;id_671;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.213049085;-76.57393009;722445.6211;847390.9177;111
671;noevent;id_672;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.178999775;-76.57678066;722119.3192;843623.0112;111
672;noevent;id_673;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.213692205;-76.58045876;721719.4703;847463.8776;111
673;noevent;id_674;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.260850497;-76.59164195;720488.2578;852686.6202;111
674;noevent;id_675;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.301598451;-76.56625368;723323.834;857189.6801;111
675;noevent;id_676;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.334175381;-76.58920754;720779.558;860801.8571;111
676;noevent;id_677;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.318525339;-76.58087503;721702.0625;859067.2927;111
677;noevent;id_678;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.342380554;-76.58248301;721529.9012;861708.131;111
678;noevent;id_679;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.312330811;-76.55893013;724141.4797;858375.5203;111
679;noevent;id_680;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.303444752;-76.56947287;722966.2402;857394.9306;111
680;noevent;id_681;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.33821091;-76.5694444;722979.1084;861242.9338;111
681;noevent;id_682;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.314346629;-76.55428166;724659.1275;858597.3403;111
682;noevent;id_683;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.335332267;-76.56127597;723886.9324;860922.0209;111
683;noevent;id_684;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.299376304;-76.56470537;723495.4542;856943.2969;111
684;noevent;id_685;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.340249706;-76.55869791;724175.0802;861465.5685;111
685;noevent;id_686;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.333179472;-76.56859343;723072.3579;860685.8011;111
686;noevent;id_687;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.292967087;-76.55844863;724189.6914;856232.1761;111
